area_type,availability,location,total_sqft,bath,balcony,price,BHK,price_per_sqft,sqft_per_bhk
Super built-up  Area,18-Jun,Whitefield,1235.0,2.0,2.0,47.0,2,3805.668,617.5
Plot  Area,18-May,RTO ullalu,600.0,4.0,1.0,110.0,2,18333.333,300.0
Super built-up  Area,Ready To Move,Austin Town,1250.0,2.0,1.0,60.0,2,4800.0,625.0
Super built-up  Area,Ready To Move,Banashankari,1460.0,2.0,3.0,70.0,2,4794.521,730.0
Super built-up  Area,Ready To Move,Akshaya Nagar,1690.0,3.0,2.0,85.0,3,5029.586,563.333
Built-up  Area,Ready To Move,Indira Nagar,850.0,1.0,2.0,57.0,1,6705.882,850.0
Super built-up  Area,Ready To Move,Kanakpura Road,1843.0,3.0,2.0,82.0,3,4449.267,614.333
Built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,2.0,117.0,3,6964.286,560.0
Super built-up  Area,Ready To Move,Kundalahalli,1047.0,2.0,1.0,84.0,2,8022.923,523.5
Super built-up  Area,18-Jun,8th Phase JP Nagar,1100.0,2.0,2.0,35.0,2,3181.818,550.0
Plot  Area,Ready To Move,Indira Nagar,3250.0,8.0,1.0,600.0,8,18461.538,406.25
Super built-up  Area,Ready To Move,Nagarbhavi,1120.0,2.0,3.0,53.0,2,4732.143,560.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1095.0,2.0,2.0,38.33,2,3500.457,547.5
Super built-up  Area,19-Oct,Carmelaram,970.0,2.0,2.0,35.0,2,3608.247,485.0
Plot  Area,Ready To Move,Bommanahalli,1200.0,7.0,2.0,125.0,5,10416.667,240.0
Built-up  Area,Ready To Move,Hosa Road,1100.0,2.0,3.0,85.0,3,7727.273,366.667
Super built-up  Area,Ready To Move,Uttarahalli,1685.0,3.0,2.0,85.0,3,5044.51,561.667
Built-up  Area,Ready To Move,Doddanekundi,1148.0,2.0,1.0,59.0,2,5139.373,574.0
Built-up  Area,Ready To Move,Marathahalli,1050.0,2.0,1.0,65.0,2,6190.476,525.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1465.0,2.0,1.0,76.0,3,5187.713,488.333
Plot  Area,Ready To Move,Kothanur,3401.0,5.0,2.0,230.0,4,6762.717,850.25
Built-up  Area,17-Dec,Electronic City,630.0,1.0,1.0,60.0,1,9523.81,630.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1850.0,3.0,1.0,150.0,3,8108.108,616.667
Plot  Area,Ready To Move,Vidyaranyapura,1200.0,9.0,2.0,175.0,9,14583.333,133.333
Built-up  Area,Ready To Move,Cottonpet,1750.0,2.0,1.0,225.0,4,12857.143,437.5
Built-up  Area,Ready To Move,Shikaripalya,1350.0,3.0,1.0,60.0,3,4444.444,450.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1760.0,3.0,2.0,160.0,3,9090.909,586.667
Super built-up  Area,Ready To Move,Rajaji Nagar,1440.0,2.0,2.0,185.0,2,12847.222,720.0
Super built-up  Area,Ready To Move,Banashankari Stage III,1200.0,2.0,0.0,42.0,2,3500.0,600.0
Built-up  Area,Ready To Move,Hennur Bande,1100.0,2.0,1.0,78.0,2,7090.909,550.0
Built-up  Area,Ready To Move,Kaggadasapura,1140.0,2.0,2.0,46.0,2,4035.088,570.0
Super built-up  Area,19-Aug,Hormavu,1617.5,3.0,0.0,73.595,3,4549.923,539.167
Super built-up  Area,Ready To Move,Gottigere,1410.0,2.0,2.0,45.0,2,3191.489,705.0
Super built-up  Area,Ready To Move,Mahadevpura,1434.0,2.0,1.0,67.39,3,4699.442,478.0
Plot  Area,Ready To Move,"ravindra nagar, T.dasarahalli peenya",1180.0,2.0,2.0,74.0,2,6271.186,590.0
Super built-up  Area,Ready To Move,EPIP Zone,1343.0,2.0,2.0,86.0,2,6403.574,671.5
Built-up  Area,Ready To Move,LB Shastri Nagar,1184.0,2.0,1.0,69.0,2,5827.703,592.0
Super built-up  Area,Ready To Move,Koramangala,2246.0,3.0,0.0,300.0,3,13357.079,748.667
Built-up  Area,Ready To Move,Rajankunte,4510.0,4.0,3.0,200.0,3,4434.59,1503.333
Super built-up  Area,Ready To Move,Sarjapur  Road,3785.0,5.0,2.0,280.0,4,7397.622,946.25
Super built-up  Area,Ready To Move,1st Block BEL Layout,1540.0,3.0,2.0,85.0,3,5519.481,513.333
Super built-up  Area,Ready To Move,Kanakpura Road,1550.0,3.0,3.0,65.11,3,4200.645,516.667
Super built-up  Area,Ready To Move,Yelahanka,1345.0,2.0,1.0,57.0,3,4237.918,448.333
Super built-up  Area,Ready To Move,Electronic City Phase II,975.0,2.0,2.0,45.0,3,4615.385,325.0
Super built-up  Area,18-Aug,JP Nagar,1152.0,2.0,1.0,34.56,2,3000.0,576.0
Built-up  Area,Ready To Move,Old Airport Road,3200.0,4.0,2.0,700.0,4,21875.0,800.0
Super built-up  Area,19-Dec,Kodathi,1033.0,2.0,2.0,31.5,3,3049.371,344.333
Super built-up  Area,Ready To Move,Richards Town,1800.0,3.0,0.0,230.0,3,12777.778,600.0
Super built-up  Area,Ready To Move,Marathahalli,1102.0,2.0,2.0,53.67,2,4870.236,551.0
Super built-up  Area,Ready To Move,Subramanyapura,1223.0,2.0,2.0,42.81,3,3500.409,407.667
Super built-up  Area,18-Mar,Kadugodi,1762.0,3.0,3.0,112.0,3,6356.413,587.333
Built-up  Area,Ready To Move,Kengeri Satellite Town,560.0,2.0,1.0,16.6,2,2964.286,280.0
Built-up  Area,Ready To Move,KR Puram,2000.0,6.0,0.0,85.0,6,4250.0,333.333
Super built-up  Area,Ready To Move,Electronic City,1410.0,2.0,2.0,38.0,3,2695.035,470.0
Super built-up  Area,19-Dec,Thanisandra,1853.0,3.0,1.0,64.86,3,3500.27,617.667
Super built-up  Area,Ready To Move,Kothanur,1455.0,2.0,2.0,69.0,2,4742.268,727.5
Super built-up  Area,18-Jan,Hebbal,1138.0,2.0,1.0,110.0,2,9666.081,569.0
Built-up  Area,Ready To Move,Sarjapur  Road,2556.0,3.0,2.0,169.0,3,6611.894,852.0
Super built-up  Area,18-May,TC Palaya,1200.0,2.0,0.0,66.5,3,5541.667,400.0
Super built-up  Area,Ready To Move,Anantapura,1200.0,2.0,2.0,37.0,2,3083.333,600.0
Super built-up  Area,Ready To Move,Thanisandra,1280.0,4.0,2.0,185.0,3,14453.125,426.667
Super built-up  Area,19-Jun,Whitefield,1870.0,3.0,2.0,138.0,3,7379.679,623.333
Super built-up  Area,18-May,Panathur,1199.0,2.0,1.0,86.0,2,7172.644,599.5
Plot  Area,Ready To Move,Prakruthi Township,800.0,8.0,2.0,150.0,6,18750.0,133.333
Super built-up  Area,Ready To Move,Doddakallasandra,1360.0,2.0,2.0,54.4,3,4000.0,453.333
Super built-up  Area,Ready To Move,Babusapalaya,1230.0,3.0,3.0,53.0,3,4308.943,410.0
Super built-up  Area,Ready To Move,Hosahalli Extension,2000.0,3.0,2.0,120.0,3,6000.0,666.667
Plot  Area,Ready To Move,Kasturi Nagar,1200.0,4.0,2.0,250.0,4,20833.333,300.0
Super built-up  Area,Ready To Move,Kundalahalli,1047.0,2.0,1.0,83.0,2,7927.412,523.5
Plot  Area,18-Mar,Electronic City Phase II,6000.0,4.0,2.0,260.0,4,4333.333,1500.0
Plot  Area,18-Feb,Ramamurthy Nagar,1200.0,2.0,1.0,76.0,2,6333.333,600.0
Super built-up  Area,18-Jan,Kengeri Satellite Town,1302.5,2.0,0.0,44.285,2,3400.0,651.25
Super built-up  Area,Ready To Move,Kengeri,725.0,2.0,1.0,30.0,2,4137.931,362.5
Super built-up  Area,Ready To Move,Jakkur,1645.0,3.0,1.0,100.0,3,6079.027,548.333
Built-up  Area,Ready To Move,Sultan Palaya,870.0,2.0,1.0,65.0,2,7471.264,435.0
Super built-up  Area,Ready To Move,Marathahalli,1026.0,2.0,1.0,49.95,2,4868.421,513.0
Built-up  Area,18-Jul,Bennigana Halli,2000.0,3.0,1.0,145.0,3,7250.0,666.667
Super built-up  Area,Ready To Move,Cooke Town,1710.0,2.0,2.0,200.0,2,11695.906,855.0
Super built-up  Area,18-Apr,Hosur Road,1766.0,3.0,1.0,130.0,3,7361.268,588.667
Super built-up  Area,Ready To Move,Makali,500.0,1.0,1.0,15.0,1,3000.0,500.0
Built-up  Area,18-Apr,JP Nagar,1100.0,1.0,1.0,15.0,2,1363.636,550.0
Super built-up  Area,Ready To Move,Jigani,1221.0,3.0,3.0,52.0,3,4258.804,407.0
Super built-up  Area,Ready To Move,Rachenahalli,680.0,1.0,1.0,46.0,1,6764.706,680.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1278.0,2.0,2.0,90.0,2,7042.254,639.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,1025.0,2.0,2.0,66.0,2,6439.024,512.5
Super built-up  Area,18-Aug,Whitefield,1175.0,2.0,1.0,39.0,2,3319.149,587.5
Super built-up  Area,19-Jul,Sarjapur  Road,975.0,2.0,0.0,28.275,2,2900.0,487.5
Built-up  Area,Ready To Move,6th Phase JP Nagar,600.0,1.0,1.0,75.0,1,12500.0,600.0
Super built-up  Area,Ready To Move,Seethappa Layout,850.0,2.0,1.0,42.0,2,4941.176,425.0
Super built-up  Area,Ready To Move,Anjanapura,710.0,2.0,0.0,25.0,2,3521.127,355.0
Built-up  Area,18-Dec,Huskur,1165.0,2.0,1.0,33.64,2,2887.554,582.5
Super built-up  Area,18-Apr,Sarjapur,625.0,1.0,1.0,19.0,1,3040.0,625.0
Super built-up  Area,Ready To Move,Kaggadasapura,1340.0,3.0,1.0,66.0,3,4925.373,446.667
Super built-up  Area,Ready To Move,Ananth Nagar,937.0,2.0,1.0,35.0,2,3735.326,468.5
Plot  Area,Ready To Move,Lakkasandra,1500.0,6.0,0.0,210.0,7,14000.0,214.286
Super built-up  Area,Ready To Move,JP Nagar,750.0,1.0,1.0,52.5,1,7000.0,750.0
Built-up  Area,Ready To Move,Judicial Layout,1280.0,6.0,3.0,400.0,5,31250.0,256.0
Built-up  Area,Ready To Move,Shampura,1475.0,3.0,3.0,78.0,3,5288.136,491.667
Plot  Area,Ready To Move,Singapura Village,2230.0,4.0,1.0,130.0,4,5829.596,557.5
Plot  Area,Ready To Move,Jnanabharathi Layout,2200.0,5.0,1.0,100.0,4,4545.455,550.0
Plot  Area,Ready To Move,Mysore Road,900.0,2.0,0.0,65.0,2,7222.222,450.0
Super built-up  Area,Ready To Move,Electronic City Phase II,1116.0,2.0,2.0,37.0,2,3315.412,558.0
Built-up  Area,Ready To Move,Hoodi,948.0,2.0,1.0,75.0,2,7911.392,474.0
Super built-up  Area,Ready To Move,R.T. Nagar,970.0,2.0,1.0,55.0,2,5670.103,485.0
Super built-up  Area,Ready To Move,Akshayanagara East,1519.0,3.0,2.0,67.23,3,4425.938,506.333
Super built-up  Area,Ready To Move,Thanisandra,1200.0,2.0,1.0,65.0,3,5416.667,400.0
Super built-up  Area,Ready To Move,Bhoganhalli,1760.0,3.0,2.0,127.0,3,7215.909,586.667
Plot  Area,Ready To Move,Whitefield,4400.0,5.0,3.0,525.0,4,11931.818,1100.0
Super built-up  Area,Ready To Move,Sahakara Nagar,1914.0,3.0,3.0,179.0,3,9352.142,638.0
Super built-up  Area,Ready To Move,Budigere,1820.0,3.0,2.0,85.5,3,4697.802,606.667
Built-up  Area,Ready To Move,Kalena Agrahara,1565.0,3.0,2.0,78.0,3,4984.026,521.667
Super built-up  Area,Ready To Move,Begur Road,1334.0,2.0,3.0,42.69,2,3200.15,667.0
Super built-up  Area,19-Mar,Sarakki Nagar,924.0,2.0,2.0,76.23,2,8250.0,462.0
Super built-up  Area,Ready To Move,Jigani,914.0,2.0,2.0,49.0,2,5361.05,457.0
Built-up  Area,Ready To Move,Kengeri,500.0,1.0,1.0,17.0,1,3400.0,500.0
Super built-up  Area,18-Mar,Yelahanka,2145.0,3.0,3.0,125.0,3,5827.506,715.0
Plot  Area,Ready To Move,Yelahanka,1200.0,5.0,2.0,162.0,5,13500.0,240.0
Built-up  Area,18-Apr,Electronic City,1650.0,3.0,2.0,100.0,3,6060.606,550.0
Super built-up  Area,Ready To Move,Marathahalli,3940.0,4.0,3.0,220.0,4,5583.756,985.0
Built-up  Area,18-Dec,Electronic City,1020.0,2.0,1.0,29.45,2,2887.255,510.0
Built-up  Area,Ready To Move,Basaveshwara Nagar,1180.0,2.0,3.0,58.0,2,4915.254,590.0
Super built-up  Area,Ready To Move,Ulsoor,1255.0,2.0,3.0,120.0,2,9561.753,627.5
Super built-up  Area,20-Jul,Langford Gardens,2777.29,5.0,2.0,650.0,3,23404.11,925.763
Super built-up  Area,Ready To Move,Bommasandra,1014.0,2.0,1.0,35.0,2,3451.677,507.0
Built-up  Area,Ready To Move,Shampura,920.0,2.0,0.0,90.0,4,9782.609,230.0
Super built-up  Area,Ready To Move,Attibele,695.0,1.0,1.0,25.0,2,3597.122,347.5
Plot  Area,Ready To Move,Prithvi Layout,2273.0,4.0,3.0,220.0,3,9678.839,757.667
Super built-up  Area,18-Mar,GM Palaya,1140.0,2.0,2.0,48.95,2,4293.86,570.0
Built-up  Area,Ready To Move,Giri Nagar,3000.0,4.0,1.0,375.0,6,12500.0,500.0
Super built-up  Area,20-Aug,Begur Road,2400.0,4.0,2.0,152.0,4,6333.333,600.0
Super built-up  Area,Ready To Move,Attibele,850.0,1.0,1.0,25.0,2,2941.176,425.0
Super built-up  Area,Ready To Move,Banashankari,1200.0,2.0,1.0,60.0,2,5000.0,600.0
Built-up  Area,18-Dec,"Bellandur, ",3160.0,4.0,3.0,206.0,4,6518.987,790.0
Super built-up  Area,Ready To Move,Hoodi,1769.0,3.0,3.0,96.87,3,5475.975,589.667
Plot  Area,Ready To Move,Jigani,1280.0,3.0,2.0,160.0,4,12500.0,320.0
Carpet  Area,18-Dec,Bhoganhalli,1554.3,4.0,1.0,131.0,4,8428.231,388.575
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,2.0,46.0,2,3700.724,621.5
Plot  Area,18-Apr,2nd Block Jayanagar,4920.0,5.0,2.0,1150.0,4,23373.984,1230.0
Super built-up  Area,Ready To Move,Mallasandra,905.0,2.0,1.0,40.0,2,4419.89,452.5
Built-up  Area,Ready To Move,Kothanur,627.0,1.0,1.0,30.0,1,4784.689,627.0
Built-up  Area,18-Mar,Domlur,2180.0,3.0,2.0,285.0,3,13073.394,726.667
Super built-up  Area,Ready To Move,Frazer Town,2400.0,3.0,2.0,260.0,3,10833.333,800.0
Super built-up  Area,Ready To Move,Marathahalli,1435.0,3.0,1.0,73.0,3,5087.108,478.333
Super built-up  Area,22-May,Jakkur,3405.1,6.0,3.0,400.0,4,11747.085,851.275
Built-up  Area,Ready To Move,Kodihalli,1620.0,3.0,2.0,130.0,3,8024.691,540.0
Super built-up  Area,Ready To Move,Whitefield,1862.0,3.0,2.0,125.0,3,6713.212,620.667
Super built-up  Area,19-Nov,Kaikondrahalli,674.0,1.0,1.0,19.9,2,2952.522,337.0
Super built-up  Area,Ready To Move,Marathahalli,1220.0,2.0,1.0,59.0,2,4836.066,610.0
Super built-up  Area,Ready To Move,Electronic City,1025.0,2.0,1.0,49.0,2,4780.488,512.5
Super built-up  Area,Ready To Move,Thanisandra,1430.0,2.0,3.0,54.5,3,3811.189,476.667
Super built-up  Area,Ready To Move,Panathur,1235.0,2.0,3.0,65.0,2,5263.158,617.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,1291.0,2.0,3.0,32.0,3,2478.699,430.333
Super built-up  Area,Ready To Move,Kanakpura Road,1498.0,3.0,2.0,95.0,3,6341.789,499.333
Super built-up  Area,Ready To Move,Sarjapur  Road,2180.0,3.0,2.0,240.0,3,11009.174,726.667
Super built-up  Area,18-Apr,Electronic City,1000.0,2.0,1.0,29.7,2,2970.0,500.0
Plot  Area,Ready To Move,Ejipura,922.0,2.0,1.0,70.0,2,7592.191,461.0
Built-up  Area,Ready To Move,Victoria Layout,850.0,2.0,1.0,72.0,2,8470.588,425.0
Plot  Area,Ready To Move,New Thippasandra,750.0,3.0,2.0,155.0,3,20666.667,250.0
Super built-up  Area,Ready To Move,AECS Layout,1123.0,2.0,2.0,64.0,2,5699.02,561.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1235.0,2.0,1.0,75.0,2,6072.874,617.5
Super built-up  Area,Ready To Move,Kogilu,1250.0,2.0,1.0,55.55,2,4444.0,625.0
Plot  Area,Ready To Move,Whitefield,2403.0,5.0,2.0,360.0,4,14981.273,600.75
Super built-up  Area,18-Nov,Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.65,492.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1305.0,2.0,1.0,99.0,2,7586.207,652.5
Plot  Area,Ready To Move,Attur Layout,1200.0,1.0,0.0,65.0,2,5416.667,600.0
Plot  Area,Ready To Move,1st Block HRBR Layout,600.0,3.0,1.0,90.0,3,15000.0,200.0
Super built-up  Area,19-Jun,Hebbal,2790.0,5.0,3.0,204.0,4,7311.828,697.5
Super built-up  Area,Ready To Move,Old Madras Road,2010.0,3.0,2.0,125.0,4,6218.905,502.5
Built-up  Area,Ready To Move,Electronics City Phase 1,995.0,2.0,0.0,42.0,2,4221.106,497.5
Built-up  Area,Ready To Move,Varthur Road,1277.0,2.0,2.0,59.0,2,4620.204,638.5
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1236.0,2.0,2.0,61.33,2,4961.974,618.0
Super built-up  Area,Ready To Move,Akshaya Nagar,1265.0,2.0,3.0,67.0,2,5296.443,632.5
Super built-up  Area,18-Apr,Kanakpura Road,525.0,2.0,2.0,27.0,1,5142.857,525.0
Built-up  Area,Ready To Move,Gubbalala,2570.0,4.0,2.0,141.0,5,5486.381,514.0
Plot  Area,Ready To Move,Hennur Road,2400.0,5.0,3.0,390.0,4,16250.0,600.0
Super built-up  Area,Ready To Move,Shikaripalya,1442.0,3.0,2.0,56.24,3,3900.139,480.667
Super built-up  Area,Ready To Move,Ardendale,1224.0,2.0,2.0,70.0,2,5718.954,612.0
Super built-up  Area,Ready To Move,Bellandur,1205.0,2.0,1.0,59.0,2,4896.266,602.5
Super built-up  Area,Ready To Move,Richmond Town,1233.0,2.0,3.0,100.0,2,8110.3,616.5
Super built-up  Area,Ready To Move,5th Block Hbr Layout,1312.0,2.0,3.0,69.0,2,5259.146,656.0
Super built-up  Area,Ready To Move,Electronic City,1449.0,3.0,2.0,90.0,3,6211.18,483.0
Super built-up  Area,Ready To Move,Yelenahalli,1090.0,2.0,1.0,54.0,2,4954.128,545.0
Plot  Area,Ready To Move,Kaggadasapura,2100.0,5.0,0.0,150.0,5,7142.857,420.0
Super built-up  Area,Ready To Move,Uttarahalli,1390.0,2.0,3.0,62.55,3,4500.0,463.333
Super built-up  Area,Ready To Move,JP Nagar,1200.0,2.0,3.0,78.0,2,6500.0,600.0
Plot  Area,Ready To Move,Mallasandra,600.0,2.0,2.0,50.0,4,8333.333,150.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2,5800.0,500.0
Plot  Area,18-Oct,Devanahalli,2400.0,5.0,2.0,190.0,4,7916.667,600.0
Super built-up  Area,21-Dec,Thanisandra,1732.0,3.0,1.0,85.73,3,4949.769,577.333
Super built-up  Area,Ready To Move,Banashankari,1290.0,2.0,2.0,80.0,2,6201.55,645.0
Super built-up  Area,Ready To Move,Marasandra,1840.0,3.0,3.0,85.0,3,4619.565,613.333
Super built-up  Area,Ready To Move,Thanisandra,1917.0,4.0,2.0,100.0,3,5216.484,639.0
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,1100.0,2.0,2.0,57.0,2,5181.818,550.0
Super built-up  Area,Ready To Move,Kudlu,1455.0,2.0,3.0,60.0,3,4123.711,485.0
Plot  Area,Ready To Move,Haralur Road,1200.0,5.0,2.0,255.0,5,21250.0,240.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,1425.0,2.0,2.0,65.0,3,4561.404,475.0
Super built-up  Area,18-Dec,Whitefield,1655.0,3.0,1.0,113.0,3,6827.795,551.667
Super built-up  Area,18-Mar,Haralur Road,2805.0,5.0,3.0,160.0,4,5704.1,701.25
Built-up  Area,Ready To Move,R.T. Nagar,600.0,7.0,3.0,93.0,7,15500.0,85.714
Super built-up  Area,Ready To Move,AGS Layout,1040.0,2.0,1.0,46.79,2,4499.038,520.0
Super built-up  Area,Ready To Move,Akshaya Nagar,1126.0,2.0,1.0,55.0,2,4884.547,563.0
Plot  Area,Ready To Move,Kodichikkanahalli,1600.0,4.0,1.0,200.0,6,12500.0,266.667
Super built-up  Area,Ready To Move,Hebbal,1250.0,2.0,1.0,55.55,2,4444.0,625.0
Plot  Area,Ready To Move,Yelahanka,1800.0,4.0,2.0,180.0,4,10000.0,450.0
Plot  Area,Ready To Move,Kalkere Channasandra,1200.0,2.0,0.0,53.0,2,4416.667,600.0
Built-up  Area,Ready To Move,Ashirvad Colony,2050.0,3.0,1.0,100.0,4,4878.049,512.5
Super built-up  Area,Ready To Move,Whitefield,530.0,1.0,1.0,29.44,1,5554.717,530.0
Built-up  Area,19-Jun,Sarjapur,2585.5,4.0,0.0,139.5,4,5395.475,646.375
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,37.0,2,4190.26,441.5
Super built-up  Area,Ready To Move,Sompura,1275.0,3.0,1.0,59.0,3,4627.451,425.0
Super built-up  Area,Ready To Move,Doddabanahalli,800.0,2.0,2.0,30.0,2,3750.0,400.0
Super built-up  Area,Ready To Move,Devanahalli,1200.0,1.0,0.0,95.0,1,7916.667,1200.0
Super built-up  Area,Ready To Move,Bellandur,1063.0,2.0,1.0,58.0,2,5456.256,531.5
Super built-up  Area,Ready To Move,Balagere,656.0,1.0,1.0,43.0,1,6554.878,656.0
Super built-up  Area,Ready To Move,Shakthi Nagar,1125.0,2.0,2.0,36.0,2,3200.0,562.5
Super built-up  Area,18-Dec,Marathahalli,881.0,2.0,1.0,48.06,2,5455.165,440.5
Plot  Area,Ready To Move,Nayandanahalli,1350.0,8.0,2.0,200.0,9,14814.815,150.0
Built-up  Area,Ready To Move,Bisuvanahalli,700.0,1.0,1.0,32.0,2,4571.429,350.0
Plot  Area,Ready To Move,AGS Layout,1936.0,3.0,0.0,110.0,3,5681.818,645.333
Super built-up  Area,18-Dec,Hosa Road,1680.0,3.0,1.0,101.0,3,6011.905,560.0
Super built-up  Area,Ready To Move,Rayasandra,1253.0,2.0,2.0,57.0,2,4549.082,626.5
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,3.0,230.0,3,14024.39,546.667
Super built-up  Area,Ready To Move,Mysore Road,1082.0,3.0,2.0,50.0,3,4621.072,360.667
Built-up  Area,18-Dec,Electronic City,1065.0,2.0,1.0,30.75,2,2887.324,532.5
Super built-up  Area,18-Dec,Iblur Village,2100.0,4.0,2.0,145.0,3,6904.762,700.0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,58.0,2,5420.561,535.0
Super built-up  Area,16-Sep,Raja Rajeshwari Nagar,1280.0,3.0,2.0,57.6,3,4500.0,426.667
Plot  Area,18-Apr,6th block Koramangala,1200.0,5.0,2.0,300.0,5,25000.0,240.0
Built-up  Area,18-Aug,Electronic City Phase II,1125.0,2.0,1.0,29.25,2,2600.0,562.5
Super built-up  Area,Ready To Move,Sarjapur  Road,1755.0,3.0,2.0,122.0,3,6951.567,585.0
Super built-up  Area,Ready To Move,Electronic City,1210.0,2.0,1.0,54.0,2,4462.81,605.0
Super built-up  Area,18-Sep,Talaghattapura,951.0,2.0,2.0,30.43,2,3199.79,475.5
Built-up  Area,18-Apr,Electronic City,1500.0,2.0,1.0,75.0,3,5000.0,500.0
Super built-up  Area,Ready To Move,Coffee Board Layout,1652.5,3.0,2.0,90.0,3,5446.293,550.833
Super built-up  Area,Ready To Move,Yeshwanthpur,1381.0,2.0,2.0,76.18,3,5516.293,460.333
Super built-up  Area,18-Dec,Whitefield,1085.0,2.0,1.0,57.0,2,5253.456,542.5
Super built-up  Area,18-Apr,Whitefield,905.0,1.0,1.0,50.0,1,5524.862,905.0
Super built-up  Area,Ready To Move,Hennur Road,1685.0,3.0,2.0,95.0,3,5637.982,561.667
Super built-up  Area,Ready To Move,Somasundara Palya,1200.0,2.0,2.0,75.0,2,6250.0,600.0
Super built-up  Area,Ready To Move,Anandapura,1151.0,2.0,1.0,42.9,2,3727.194,575.5
Built-up  Area,Ready To Move,Brookefield,3532.0,3.0,3.0,170.0,4,4813.137,883.0
Super built-up  Area,Ready To Move,Kanakpura Road,1665.0,3.0,2.0,86.91,3,5219.82,555.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,800.0,2.0,1.0,40.0,2,5000.0,400.0
Built-up  Area,Ready To Move,Chamrajpet,1050.0,2.0,1.0,162.0,2,15428.571,525.0
Super built-up  Area,Ready To Move,Rajiv Nagar,1030.0,2.0,2.0,46.5,2,4514.563,515.0
Super built-up  Area,Ready To Move,Hoodi,1257.0,2.0,1.0,71.03,2,5650.756,628.5
Super built-up  Area,18-Dec,Whitefield,1600.0,3.0,2.0,82.0,3,5125.0,533.333
Super built-up  Area,Ready To Move,Choodasandra,1465.0,3.0,3.0,75.0,3,5119.454,488.333
Super built-up  Area,Ready To Move,Jakkur,1650.0,3.0,2.0,111.0,3,6727.273,550.0
Built-up  Area,Ready To Move,Yelahanka New Town,680.0,1.0,1.0,80.0,2,11764.706,340.0
Plot  Area,18-Aug,Whitefield,1230.0,4.0,2.0,80.0,4,6504.065,307.5
Super built-up  Area,Ready To Move,Koramangala,1300.0,2.0,2.0,82.0,2,6307.692,650.0
Built-up  Area,Ready To Move,KR Puram,1000.0,2.0,1.0,44.5,2,4450.0,500.0
Super built-up  Area,Ready To Move,Mahadevpura,1146.0,2.0,1.0,53.8,2,4694.59,573.0
Super built-up  Area,Ready To Move,Hennagara,1200.0,6.0,3.0,120.0,6,10000.0,200.0
Super built-up  Area,18-Mar,Indira Nagar,2601.0,4.0,2.0,312.0,3,11995.386,867.0
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,2159.0,3.0,2.0,110.0,3,5094.951,719.667
Super built-up  Area,Ready To Move,Whitefield,1255.0,2.0,2.0,40.0,2,3187.251,627.5
Super built-up  Area,Ready To Move,Padmanabhanagar,1200.0,2.0,1.0,60.0,2,5000.0,600.0
Built-up  Area,Ready To Move,Sarjapur  Road,1040.0,2.0,1.0,37.0,2,3557.692,520.0
Plot  Area,Ready To Move,TC Palaya,1500.0,8.0,2.0,150.0,8,10000.0,187.5
Plot  Area,Ready To Move,Byrathi Village,906.0,3.0,2.0,55.0,4,6070.64,226.5
Super built-up  Area,Ready To Move,Uttarahalli,1180.0,2.0,1.0,41.3,2,3500.0,590.0
Plot  Area,Ready To Move,Ullal Uppanagar,1200.0,7.0,2.0,169.0,7,14083.333,171.429
Plot  Area,Ready To Move,Govindpura,850.0,7.0,2.0,100.0,6,11764.706,141.667
Super built-up  Area,Ready To Move,KR Puram,1200.0,2.0,3.0,47.0,2,3916.667,600.0
Built-up  Area,Ready To Move,Sarjapur  Road,1374.0,3.0,2.0,51.0,3,3711.79,458.0
Super built-up  Area,Ready To Move,Vidyaranyapura,4700.0,10.0,3.0,130.0,9,2765.957,522.222
Super built-up  Area,19-Dec,Whitefield,630.5,1.0,0.0,32.15,1,5099.128,630.5
Plot  Area,Ready To Move, south,2400.0,2.0,0.0,480.0,3,20000.0,800.0
Plot  Area,Ready To Move,Ittamadu,1200.0,4.0,2.0,130.0,5,10833.333,240.0
Super built-up  Area,Ready To Move,Jalahalli,2384.0,4.0,2.0,165.0,3,6921.141,794.667
